Num_units,Intercept,Influence_level,Model,Replication,Measurement,Loss,Accuracy,F1_score,Imp_F,Imp_Z1,Imp_Z2
1,1,0,MLP-C,5,X1,0.181666667,0.818333333,0.862547289,0.24033333333333337,0.06683333333333336,0.003666666666666685
1,1,0,MLP-C,5,X2,0.14,0.86,0.890339426,0.2923333333333333,0.0718333333333333,0.0014999999999999903
1,1,0,LogReg,6,W1,0.208333333,0.791666667,0.841972187,0.20949999999999996,0.050499999999999955,0.0023333333333332984
1,1,0,LogReg,6,W2,0.241666667,0.758333333,0.819875776,0.1766666666666666,0.03833333333333329,-0.00033333333333335213
1,1,0,LogReg,6,X1,0.185,0.815,0.855656697,0.24566666666666662,0.03266666666666661,-0.002666666666666706
1,1,0,LogReg,6,X2,0.196666667,0.803333333,0.846753247,0.24466666666666673,0.026500000000000024,-0.003999999999999992
1,1,0,SVC,6,W1,0.206666667,0.788333333,0.841843088,0.19833333333333333,0.05133333333333333,-0.001333333333333331
1,1,0,SVC,6,W2,0.235,0.763333333,0.823383085,0.18149999999999997,0.042833333333333314,0.009999999999999964
1,1,0,SVC,6,X1,0.185,0.813333333,0.857142857,0.23733333333333334,0.0331666666666667,-0.002499999999999991
1,1,0,SVC,6,X2,0.195,0.8,0.845360825,0.2416666666666667,0.02250000000000004,-0.0033333333333332993
1,1,0,RF-C,6,W1,0.205,0.795,0.844106464,0.21883333333333338,0.048000000000000057,0.00033333333333337436
1,1,0,RF-C,6,W2,0.243333333,0.756666667,0.810880829,0.1886666666666667,0.042500000000000024,0.013666666666666726
1,1,0,RF-C,6,X1,0.173333333,0.826666667,0.868020305,0.25366666666666665,0.04266666666666665,0.0016666666666666718
1,1,0,RF-C,6,X2,0.19,0.81,0.852713178,0.2561666666666667,0.03300000000000007,0.012166666666666714
1,1,0,XGBoost-C,6,W1,0.21,0.75,0.808673469,0.17266666666666666,0.04933333333333334,-0.007666666666666666
1,1,0,XGBoost-C,6,W2,0.243333333,0.728333333,0.788586252,0.15866666666666668,0.04350000000000007,0.01716666666666672
1,1,0,XGBoost-C,6,X1,0.175,0.773333333,0.82152231,0.20683333333333334,0.022999999999999986,-0.019166666666666676
1,1,0,XGBoost-C,6,X2,0.193333333,0.79,0.837209302,0.23950000000000005,0.02866666666666671,0.0076666666666667105
1,1,0,MLP-C,6,W1,0.205,0.795,0.844106464,0.21150000000000002,0.05550000000000005,0.0045000000000000595
1,1,0,MLP-C,6,W2,0.24,0.76,0.815384615,0.18383333333333335,0.03966666666666666,0.0020000000000000018
1,1,0,MLP-C,6,X1,0.18,0.82,0.857894737,0.2541666666666666,0.04199999999999996,0.0019999999999999684
1,1,0,MLP-C,6,X2,0.19,0.81,0.852331606,0.2546666666666667,0.034500000000000086,0.003333333333333366
1,1,0,LogReg,7,W1,0.228333333,0.771666667,0.822768435,0.19516666666666657,0.07149999999999995,0.0009999999999999675
1,1,0,LogReg,7,W2,0.253333333,0.746666667,0.808080808,0.18083333333333335,0.05500000000000003,3.3306690738754695e-17
1,1,0,LogReg,7,X1,0.191666667,0.808333333,0.853503185,0.23033333333333336,0.06900000000000002,0.0025000000000000022
1,1,0,LogReg,7,X2,0.186666667,0.813333333,0.854545455,0.258,0.05500000000000001,-0.0013333333333332975
1,1,0,SVC,7,W1,0.228333333,0.761666667,0.818297332,0.1836666666666667,0.06266666666666672,0.0011666666666666937
1,1,0,SVC,7,W2,0.255,0.73,0.79950495,0.15649999999999997,0.03516666666666664,-0.01100000000000002
1,1,0,SVC,7,X1,0.193333333,0.801666667,0.849936948,0.22433333333333333,0.06383333333333331,0.0001666666666666372
1,1,0,SVC,7,X2,0.19,0.813333333,0.851458886,0.26916666666666667,0.056333333333333346,0.005333333333333345
1,1,0,RF-C,7,W1,0.245,0.755,0.808344198,0.18166666666666664,0.05600000000000001,0.010833333333333351
1,1,0,RF-C,7,W2,0.258333333,0.741666667,0.805520703,0.168,0.04100000000000002,-0.00033333333333330774
1,1,0,RF-C,7,X1,0.193333333,0.806666667,0.853535354,0.22733333333333333,0.06416666666666662,0.007999999999999974
1,1,0,RF-C,7,X2,0.186666667,0.813333333,0.85026738,0.2743333333333333,0.043500000000000004,0.01050000000000001
1,1,0,XGBoost-C,7,W1,0.245,0.725,0.783748362,0.15999999999999998,0.02616666666666666,-0.005166666666666686
1,1,0,XGBoost-C,7,W2,0.255,0.69,0.76092545,0.13599999999999995,0.014833333333333287,-0.007500000000000051
1,1,0,XGBoost-C,7,X1,0.2,0.773333333,0.823376623,0.20216666666666666,0.04499999999999997,0.0030000000000000027
1,1,0,XGBoost-C,7,X2,0.185,0.765,0.811748999,0.2328333333333333,0.033500000000000016,-0.009666666666666646
1,1,0,MLP-C,7,W1,0.226666667,0.773333333,0.823376623,0.19699999999999998,0.07233333333333332,0.000666666666666671
1,1,0,MLP-C,7,W2,0.251666667,0.748333333,0.809102402,0.18349999999999994,0.05566666666666661,0.0014999999999999569
1,1,0,MLP-C,7,X1,0.19,0.81,0.853092784,0.23833333333333337,0.0716666666666667,0.003333333333333388
1,1,0,MLP-C,7,X2,0.186666667,0.813333333,0.851851852,0.269,0.053833333333333344,0.001333333333333353
1,1,0,LogReg,8,W1,0.211666667,0.788333333,0.838216561,0.19366666666666665,0.05350000000000001,-0.0001666666666666705
1,1,0,LogReg,8,W2,0.246666667,0.753333333,0.816831683,0.16699999999999995,0.04016666666666664,0.003166666666666629
1,1,0,LogReg,8,X1,0.153333333,0.846666667,0.881136951,0.27016666666666667,0.07266666666666667,0.0036666666666666627
1,1,0,LogReg,8,X2,0.166666667,0.833333333,0.871465296,0.2576666666666667,0.06733333333333338,0.003000000000000036
1,1,0,SVC,8,W1,0.213333333,0.783333333,0.837905237,0.18466666666666667,0.04283333333333332,0.002333333333333354
1,1,0,SVC,8,W2,0.243333333,0.745,0.812729498,0.15516666666666665,0.02783333333333333,-0.0018333333333333424
1,1,0,SVC,8,X1,0.158333333,0.843333333,0.880407125,0.25933333333333336,0.07133333333333337,0.002000000000000046
1,1,0,SVC,8,X2,0.168333333,0.821666667,0.864040661,0.24533333333333332,0.053500000000000006,-0.005833333333333346
1,1,0,RF-C,8,W1,0.208333333,0.791666667,0.840764331,0.1993333333333333,0.0548333333333333,0.006833333333333302
1,1,0,RF-C,8,W2,0.246666667,0.753333333,0.815,0.17166666666666663,0.032833333333333284,0.002833333333333299
1,1,0,RF-C,8,X1,0.158333333,0.841666667,0.878361076,0.267,0.06700000000000002,0.01100000000000001
1,1,0,RF-C,8,X2,0.17,0.83,0.869897959,0.26066666666666666,0.0648333333333333,0.0003333333333332855
1,1,0,XGBoost-C,8,W1,0.215,0.753333333,0.808290155,0.17216666666666663,0.0453333333333333,-0.003000000000000036
1,1,0,XGBoost-C,8,W2,0.246666667,0.743333333,0.801033592,0.17516666666666664,0.046499999999999965,0.002666666666666617
1,1,0,XGBoost-C,8,X1,0.165,0.793333333,0.837270341,0.22383333333333333,0.03800000000000002,-0.010166666666666668
1,1,0,XGBoost-C,8,X2,0.166666667,0.798333333,0.84306096,0.23500000000000001,0.0455,0.0040000000000000036
1,1,0,MLP-C,8,W1,0.211666667,0.788333333,0.839848676,0.19316666666666665,0.055833333333333325,0.0011666666666666826
1,1,0,MLP-C,8,W2,0.241666667,0.758333333,0.814814815,0.18183333333333332,0.04666666666666662,0.0013333333333332975
1,1,0,MLP-C,8,X1,0.153333333,0.846666667,0.879581152,0.27266666666666667,0.07583333333333336,0.0033333333333333435
1,1,0,MLP-C,8,X2,0.161666667,0.838333333,0.873862159,0.269,0.07850000000000004,0.003666666666666707
1,1,0,LogReg,9,W1,0.183333333,0.816666667,0.857881137,0.22216666666666662,0.08149999999999999,0.0044999999999999814
1,1,0,LogReg,9,W2,0.218333333,0.781666667,0.833545108,0.19949999999999996,0.05299999999999997,-4.4408920985006264e-17
1,1,0,LogReg,9,X1,0.156666667,0.843333333,0.877604167,0.24100000000000002,0.09166666666666672,0.004833333333333389
1,1,0,LogReg,9,X2,0.146666667,0.853333333,0.884816754,0.27783333333333343,0.058166666666666714,0.005000000000000037
1,1,0,SVC,9,W1,0.186666667,0.813333333,0.855670103,0.22250000000000006,0.0746666666666667,0.0031666666666666623
